1.54 0.45 "Abbasi-et-al" 2012 "fine-grained"
0.73 0.23 "Abbasi-et-al" 2012 "fine-grained"
1.7 0.49 "Abbasi-et-al" 2012 "fine-grained"
1.87 0.51 "Abbasi-et-al" 2012 "fine-grained"
0.77 0.14 "Abbasi-et-al" 2012 "fine-grained"
1.55 0.45 "Abbasi-et-al" 2012 "fine-grained"
1.91 0.49 "Abbasi-et-al" 2012 "fine-grained"
0.56 0.09 "Abbasi-et-al" 2012 "fine-grained"
0.88 0.25 "Abbasi-et-al" 2012 "fine-grained"
1.21 0.28 "Abbasi-et-al" 2012 "fine-grained"
0.53 0.09 "Abbasi-et-al" 2012 "fine-grained"
0.95 0.25 "Abbasi-et-al" 2012 "fine-grained"
1.15 0.31 "Abbasi-et-al" 2012 "fine-grained"
0.66 0.13 "Abbasi-et-al" 2012 "fine-grained"
1.15 0.27 "Abbasi-et-al" 2012 "fine-grained"
1.58 0.44 "Abbasi-et-al" 2012 "fine-grained"
0.58 0.13 "Abbasi-et-al" 2012 "fine-grained"
0.75 0.19 "Abbasi-et-al" 2012 "fine-grained"
1.16 0.2 "Abbasi-et-al" 2012 "fine-grained"
0.6 0.09 "Abbasi-et-al" 2012 "fine-grained"
0.88 0.24 "Abbasi-et-al" 2012 "fine-grained"
1.44 0.27 "Abbasi-et-al" 2012 "fine-grained"
0.52 0.08 "Abbasi-et-al" 2012 "fine-grained"
0.69 0.18 "Abbasi-et-al" 2012 "fine-grained"
1.38 0.27 "Abbasi-et-al" 2012 "fine-grained"
0.7 0.18 "Abbasi-et-al" 2012 "fine-grained"
0.97 0.25 "Abbasi-et-al" 2012 "fine-grained"
1.58 0.36 "Abbasi-et-al" 2012 "fine-grained"
0.55 0.08 "Abbasi-et-al" 2012 "fine-grained"
0.65 0.14 "Abbasi-et-al" 2012 "fine-grained"
1.25 0.41 "Abbasi-et-al" 2012 "fine-grained"
0.66 0.1 "Abbasi-et-al" 2012 "fine-grained"
0.85 0.21 "Abbasi-et-al" 2012 "fine-grained"
1.49 0.29 "Abbasi-et-al" 2012 "fine-grained"
0.49 0.08 "Abbasi-et-al" 2012 "fine-grained"
0.52 0.1 "Abbasi-et-al" 2012 "fine-grained"
0.91 0.16 "Abbasi-et-al" 2012 "fine-grained"
0.55 0.08 "Abbasi-et-al" 2012 "fine-grained"
0.67 0.15 "Abbasi-et-al" 2012 "fine-grained"
1.32 0.26 "Abbasi-et-al" 2012 "fine-grained"
0.52 0.07 "Abbasi-et-al" 2012 "fine-grained"
0.71 0.14 "Abbasi-et-al" 2012 "fine-grained"
1.15 0.27 "Abbasi-et-al" 2012 "fine-grained"
0.54 0.1 "Abbasi-et-al" 2012 "fine-grained"
0.63 0.18 "Abbasi-et-al" 2012 "fine-grained"
1.21 0.31 "Abbasi-et-al" 2012 "fine-grained"
0.59 0.1 "Abbasi-et-al" 2012 "fine-grained"
0.95 0.16 "Abbasi-et-al" 2012 "fine-grained"
1.52 0.34 "Abbasi-et-al" 2012 "fine-grained"
0.1777103 0.0399841 "Krizek-et-al" 1977 "Clayey-Weston"
0.1777103 0.0477024 "Krizek-et-al" 1977 "Clayey-Weston"
0.1756327 0.053332 "Krizek-et-al" 1977 "Clayey-Weston"
0.2254159 0.0442013 "Krizek-et-al" 1977 "Clayey-Weston"
0.2357841 0.0771832 "Krizek-et-al" 1977 "Clayey-Weston"
0.2558346 0.0448976 "Krizek-et-al" 1977 "Clayey-Weston"
0.2620673 0.0617466 "Krizek-et-al" 1977 "Clayey-Weston"
0.2606757 0.072966 "Krizek-et-al" 1977 "Clayey-Weston"
0.2662028 0.0771832 "Krizek-et-al" 1977 "Clayey-Weston"
0.2710439 0.0778795 "Krizek-et-al" 1977 "Clayey-Weston"
0.2627533 0.0863139 "Krizek-et-al" 1977 "Clayey-Weston"
0.2717495 0.0610503 "Krizek-et-al" 1977 "Clayey-Weston"
0.2779626 0.0645514 "Krizek-et-al" 1977 "Clayey-Weston"
0.2869589 0.1122737 "Krizek-et-al" 1977 "Clayey-Weston"
0.2910944 0.106664 "Krizek-et-al" 1977 "Clayey-Weston"
0.3056178 0.0954247 "Krizek-et-al" 1977 "Clayey-Weston"
0.3021682 0.0877064 "Krizek-et-al" 1977 "Clayey-Weston"
0.3070093 0.0842053 "Krizek-et-al" 1977 "Clayey-Weston"
0.3153 0.0814004 "Krizek-et-al" 1977 "Clayey-Weston"
0.3256682 0.0835091 "Krizek-et-al" 1977 "Clayey-Weston"
0.3201411 0.076487 "Krizek-et-al" 1977 "Clayey-Weston"
0.3284318 0.0750746 "Krizek-et-al" 1977 "Clayey-Weston"
0.3215327 0.0561369 "Krizek-et-al" 1977 "Clayey-Weston"
0.3277458 0.0582455 "Krizek-et-al" 1977 "Clayey-Weston"
0.3319009 0.0884225 "Krizek-et-al" 1977 "Clayey-Weston"
0.338114 0.0940322 "Krizek-et-al" 1977 "Clayey-Weston"
0.338114 0.1178834 "Krizek-et-al" 1977 "Clayey-Weston"
0.354029 0.1003382 "Krizek-et-al" 1977 "Clayey-Weston"
0.3574785 0.106664 "Krizek-et-al" 1977 "Clayey-Weston"
0.3533234 0.0820967 "Krizek-et-al" 1977 "Clayey-Weston"
0.3630056 0.0715735 "Krizek-et-al" 1977 "Clayey-Weston"
0.3726879 0.0835091 "Krizek-et-al" 1977 "Clayey-Weston"
0.376157 0.0785956 "Krizek-et-al" 1977 "Clayey-Weston"
0.3796065 0.0820967 "Krizek-et-al" 1977 "Clayey-Weston"
0.3754514 0.0540282 "Krizek-et-al" 1977 "Clayey-Weston"
0.377529 0.0505272 "Krizek-et-al" 1977 "Clayey-Weston"
0.3720019 0.0329819 "Krizek-et-al" 1977 "Clayey-Weston"
0.4010486 0.0680525 "Krizek-et-al" 1977 "Clayey-Weston"
0.4031065 0.0975333 "Krizek-et-al" 1977 "Clayey-Weston"
0.400343 0.11297 "Krizek-et-al" 1977 "Clayey-Weston"
0.3872112 0.146668 "Krizek-et-al" 1977 "Clayey-Weston"
0.3872112 0.1564949 "Krizek-et-al" 1977 "Clayey-Weston"
0.398971 0.159996 "Krizek-et-al" 1977 "Clayey-Weston"
0.400343 0.1705192 "Krizek-et-al" 1977 "Clayey-Weston"
0.4024206 0.1775413 "Krizek-et-al" 1977 "Clayey-Weston"
0.4418355 0.1705192 "Krizek-et-al" 1977 "Clayey-Weston"
0.4715682 0.2 "Krizek-et-al" 1977 "Clayey-Weston"
0.4798589 0.2189377 "Krizek-et-al" 1977 "Clayey-Weston"
0.4860916 0.2568331 "Krizek-et-al" 1977 "Clayey-Weston"
0.5047505 0.2098269 "Krizek-et-al" 1977 "Clayey-Weston"
0.4943822 0.1838472 "Krizek-et-al" 1977 "Clayey-Weston"
0.5102972 0.1796499 "Krizek-et-al" 1977 "Clayey-Weston"
0.5476346 0.176845 "Krizek-et-al" 1977 "Clayey-Weston"
0.5490065 0.169823 "Krizek-et-al" 1977 "Clayey-Weston"
0.5386383 0.1424508 "Krizek-et-al" 1977 "Clayey-Weston"
0.5842664 0.1628009 "Krizek-et-al" 1977 "Clayey-Weston"
0.5953402 0.2006962 "Krizek-et-al" 1977 "Clayey-Weston"
0.6167626 0.1522777 "Krizek-et-al" 1977 "Clayey-Weston"
0.6499645 0.1642132 "Krizek-et-al" 1977 "Clayey-Weston"
0.5033785 0.0884225 "Krizek-et-al" 1977 "Clayey-Weston"
0.4439131 0.0968371 "Krizek-et-al" 1977 "Clayey-Weston"
0.4563589 0.1122737 "Krizek-et-al" 1977 "Clayey-Weston"
0.4397579 0.1192958 "Krizek-et-al" 1977 "Clayey-Weston"
0.4127888 0.1115775 "Krizek-et-al" 1977 "Clayey-Weston"
0.4203935 0.1368411 "Krizek-et-al" 1977 "Clayey-Weston"
0.4266262 0.1403422 "Krizek-et-al" 1977 "Clayey-Weston"
0.438386 0.1452556 "Krizek-et-al" 1977 "Clayey-Weston"
0.4369944 0.1543863 "Krizek-et-al" 1977 "Clayey-Weston"
0.4708822 0.1417545 "Krizek-et-al" 1977 "Clayey-Weston"
0.4584364 0.1319276 "Krizek-et-al" 1977 "Clayey-Weston"
0.4480682 0.1333201 "Krizek-et-al" 1977 "Clayey-Weston"
0.4432271 0.1389497 "Krizek-et-al" 1977 "Clayey-Weston"
0.4369944 0.1270141 "Krizek-et-al" 1977 "Clayey-Weston"
0.293172 0.0778795 "Krizek-et-al" 1977 "Clayey-Weston"
0.2814318 0.0778795 "Krizek-et-al" 1977 "Clayey-Weston"
0.2890364 0.0715735 "Krizek-et-al" 1977 "Clayey-Weston"
0.2855673 0.0694649 "Krizek-et-al" 1977 "Clayey-Weston"
0.2855673 0.072966 "Krizek-et-al" 1977 "Clayey-Weston"
0.4653355 0.1150786 "Krizek-et-al" 1977 "Clayey-Weston"
0.4701766 0.1157748 "Krizek-et-al" 1977 "Clayey-Weston"
0.4757234 0.1115775 "Krizek-et-al" 1977 "Clayey-Weston"
0.3332729 0.0968371 "Krizek-et-al" 1977 "Clayey-Weston"
0.600052 0.107918 "Leroueil-et-al" 1983 "Champlain-Sea"
0.700266 0.101619 "Leroueil-et-al" 1983 "Champlain-Sea"
0.815535 0.706672 "Leroueil-et-al" 1983 "Champlain-Sea"
0.833078 0.144837 "Leroueil-et-al" 1983 "Champlain-Sea"
0.868163 0.15726 "Leroueil-et-al" 1983 "Champlain-Sea"
0.963405 0.212726 "Leroueil-et-al" 1983 "Champlain-Sea"
0.958362 0.305286 "Leroueil-et-al" 1983 "Champlain-Sea"
0.993447 0.311585 "Leroueil-et-al" 1983 "Champlain-Sea"
1.031018 0.330132 "Leroueil-et-al" 1983 "Champlain-Sea"
1.031018 0.367051 "Leroueil-et-al" 1983 "Champlain-Sea"
0.933291 0.447364 "Leroueil-et-al" 1983 "Champlain-Sea"
1.061061 0.570719 "Leroueil-et-al" 1983 "Champlain-Sea"
1.086132 0.725044 "Leroueil-et-al" 1983 "Champlain-Sea"
1.123703 0.286914 "Leroueil-et-al" 1983 "Champlain-Sea"
1.166317 0.398022 "Leroueil-et-al" 1983 "Champlain-Sea"
1.173845 0.422693 "Leroueil-et-al" 1983 "Champlain-Sea"
1.259001 0.379474 "Leroueil-et-al" 1983 "Champlain-Sea"
1.256516 0.552347 "Leroueil-et-al" 1983 "Champlain-Sea"
1.286558 0.663454 "Leroueil-et-al" 1983 "Champlain-Sea"
1.274058 0.731343 "Leroueil-et-al" 1983 "Champlain-Sea"
1.143802 0.595565 "Leroueil-et-al" 1983 "Champlain-Sea"
1.161274 0.638783 "Leroueil-et-al" 1983 "Champlain-Sea"
1.141246 0.700373 "Leroueil-et-al" 1983 "Champlain-Sea"
1.218945 0.836151 "Leroueil-et-al" 1983 "Champlain-Sea"
1.193873 0.941135 "Leroueil-et-al" 1983 "Champlain-Sea"
1.176331 1.18802 "Leroueil-et-al" 1983 "Champlain-Sea"
1.218945 1.262208 "Leroueil-et-al" 1983 "Champlain-Sea"
1.228959 1.138678 "Leroueil-et-al" 1983 "Champlain-Sea"
1.256516 1.576983 "Leroueil-et-al" 1983 "Champlain-Sea"
1.306658 1.18802 "Leroueil-et-al" 1983 "Champlain-Sea"
1.321643 1.286879 "Leroueil-et-al" 1983 "Champlain-Sea"
1.3242 1.317674 "Leroueil-et-al" 1983 "Champlain-Sea"
1.346714 1.262208 "Leroueil-et-al" 1983 "Champlain-Sea"
1.346714 1.212691 "Leroueil-et-al" 1983 "Champlain-Sea"
1.3492 1.120131 "Leroueil-et-al" 1983 "Champlain-Sea"
1.364257 1.076913 "Leroueil-et-al" 1983 "Champlain-Sea"
1.376757 1.114007 "Leroueil-et-al" 1983 "Champlain-Sea"
1.321643 1.033695 "Leroueil-et-al" 1983 "Champlain-Sea"
1.309143 0.984353 "Leroueil-et-al" 1983 "Champlain-Sea"
1.281587 1.033695 "Leroueil-et-al" 1983 "Champlain-Sea"
1.256516 0.978229 "Leroueil-et-al" 1983 "Champlain-Sea"
1.286558 0.891793 "Leroueil-et-al" 1983 "Champlain-Sea"
1.279101 0.830027 "Leroueil-et-al" 1983 "Champlain-Sea"
1.279101 0.780685 "Leroueil-et-al" 1983 "Champlain-Sea"
1.306658 0.848574 "Leroueil-et-al" 1983 "Champlain-Sea"
1.316672 0.774561 "Leroueil-et-al" 1983 "Champlain-Sea"
1.3693 0.805356 "Leroueil-et-al" 1983 "Champlain-Sea"
1.399342 0.737467 "Leroueil-et-al" 1983 "Champlain-Sea"
1.514612 0.552347 "Leroueil-et-al" 1983 "Champlain-Sea"
1.534641 0.688125 "Leroueil-et-al" 1983 "Champlain-Sea"
1.479527 0.712796 "Leroueil-et-al" 1983 "Champlain-Sea"
1.494513 0.737467 "Leroueil-et-al" 1983 "Champlain-Sea"
1.492027 0.774561 "Leroueil-et-al" 1983 "Champlain-Sea"
1.487055 0.922588 "Leroueil-et-al" 1983 "Champlain-Sea"
1.456942 0.990477 "Leroueil-et-al" 1983 "Champlain-Sea"
1.537126 0.84245 "Leroueil-et-al" 1983 "Champlain-Sea"
1.527112 0.897917 "Leroueil-et-al" 1983 "Champlain-Sea"
1.532155 0.965806 "Leroueil-et-al" 1983 "Champlain-Sea"
1.584712 0.904041 "Leroueil-et-al" 1983 "Champlain-Sea"
1.597283 0.922588 "Leroueil-et-al" 1983 "Champlain-Sea"
1.57974 1.120131 "Leroueil-et-al" 1983 "Champlain-Sea"
1.692453 0.904041 "Leroueil-et-al" 1983 "Champlain-Sea"
1.792737 0.891793 "Leroueil-et-al" 1983 "Champlain-Sea"
1.775195 1.120131 "Leroueil-et-al" 1983 "Champlain-Sea"
1.564683 1.243661 "Leroueil-et-al" 1983 "Champlain-Sea"
1.574697 1.286879 "Leroueil-et-al" 1983 "Champlain-Sea"
1.59224 1.305426 "Leroueil-et-al" 1983 "Champlain-Sea"
1.612339 1.231238 "Leroueil-et-al" 1983 "Champlain-Sea"
1.499555 1.18802 "Leroueil-et-al" 1983 "Champlain-Sea"
1.479527 1.18802 "Leroueil-et-al" 1983 "Champlain-Sea"
1.449413 1.132554 "Leroueil-et-al" 1983 "Champlain-Sea"
1.404314 1.305426 "Leroueil-et-al" 1983 "Champlain-Sea"
1.414399 1.397987 "Leroueil-et-al" 1983 "Champlain-Sea"
1.466956 1.305426 "Leroueil-et-al" 1983 "Champlain-Sea"
1.487055 1.348469 "Leroueil-et-al" 1983 "Champlain-Sea"
1.47697 1.404111 "Leroueil-et-al" 1983 "Champlain-Sea"
1.441956 1.484423 "Leroueil-et-al" 1983 "Champlain-Sea"
1.454456 1.675667 "Leroueil-et-al" 1983 "Champlain-Sea"
1.524626 1.472 "Leroueil-et-al" 1983 "Champlain-Sea"
1.549697 1.465876 "Leroueil-et-al" 1983 "Champlain-Sea"
1.494513 1.626325 "Leroueil-et-al" 1983 "Champlain-Sea"
1.527112 1.65712 "Leroueil-et-al" 1983 "Champlain-Sea"
1.507084 1.700338 "Leroueil-et-al" 1983 "Champlain-Sea"
1.514612 1.904181 "Leroueil-et-al" 1983 "Champlain-Sea"
1.469513 1.959647 "Leroueil-et-al" 1983 "Champlain-Sea"
1.436913 2.113972 "Leroueil-et-al" 1983 "Champlain-Sea"
1.479527 2.317639 "Leroueil-et-al" 1983 "Champlain-Sea"
1.587268 1.978194 "Leroueil-et-al" 1983 "Champlain-Sea"
1.594797 2.070754 "Leroueil-et-al" 1983 "Champlain-Sea"
1.597283 1.749855 "Leroueil-et-al" 1983 "Champlain-Sea"
1.599768 1.613902 "Leroueil-et-al" 1983 "Champlain-Sea"
1.619797 1.675667 "Leroueil-et-al" 1983 "Champlain-Sea"
1.594797 1.465876 "Leroueil-et-al" 1983 "Champlain-Sea"
1.599768 1.404111 "Leroueil-et-al" 1983 "Champlain-Sea"
1.56724 1.367016 "Leroueil-et-al" 1983 "Champlain-Sea"
1.647354 1.484423 "Leroueil-et-al" 1983 "Champlain-Sea"
1.654882 1.546013 "Leroueil-et-al" 1983 "Champlain-Sea"
1.67491 1.502795 "Leroueil-et-al" 1983 "Champlain-Sea"
1.689967 1.459752 "Leroueil-et-al" 1983 "Champlain-Sea"
1.682439 1.385564 "Leroueil-et-al" 1983 "Champlain-Sea"
1.715038 1.373315 "Leroueil-et-al" 1983 "Champlain-Sea"
1.735067 1.521342 "Leroueil-et-al" 1983 "Champlain-Sea"
1.767666 1.601654 "Leroueil-et-al" 1983 "Champlain-Sea"
1.827751 1.434906 "Leroueil-et-al" 1983 "Champlain-Sea"
1.882936 1.194319 "Leroueil-et-al" 1983 "Champlain-Sea"
1.907936 1.231238 "Leroueil-et-al" 1983 "Champlain-Sea"
2.02072 1.181896 "Leroueil-et-al" 1983 "Champlain-Sea"
1.925479 1.354768 "Leroueil-et-al" 1983 "Champlain-Sea"
1.91795 1.404111 "Leroueil-et-al" 1983 "Champlain-Sea"
1.920507 1.496671 "Leroueil-et-al" 1983 "Champlain-Sea"
1.988121 1.367016 "Leroueil-et-al" 1983 "Champlain-Sea"
2.018234 1.379439 "Leroueil-et-al" 1983 "Champlain-Sea"
2.038263 1.410235 "Leroueil-et-al" 1983 "Champlain-Sea"
2.088334 1.552312 "Leroueil-et-al" 1983 "Champlain-Sea"
2.043234 1.546013 "Leroueil-et-al" 1983 "Champlain-Sea"
2.008149 1.59553 "Leroueil-et-al" 1983 "Champlain-Sea"
1.998135 1.650996 "Leroueil-et-al" 1983 "Champlain-Sea"
2.013192 1.737432 "Leroueil-et-al" 1983 "Champlain-Sea"
2.000692 1.823868 "Leroueil-et-al" 1983 "Champlain-Sea"
1.948064 1.712761 "Leroueil-et-al" 1983 "Champlain-Sea"
1.907936 1.718885 "Leroueil-et-al" 1983 "Champlain-Sea"
1.882936 1.817744 "Leroueil-et-al" 1983 "Champlain-Sea"
1.880379 1.755979 "Leroueil-et-al" 1983 "Champlain-Sea"
1.867879 1.712761 "Leroueil-et-al" 1983 "Champlain-Sea"
1.865393 1.650996 "Leroueil-et-al" 1983 "Champlain-Sea"
1.83528 1.663419 "Leroueil-et-al" 1983 "Champlain-Sea"
1.827751 1.589231 "Leroueil-et-al" 1983 "Champlain-Sea"
1.840322 1.823868 "Leroueil-et-al" 1983 "Champlain-Sea"
1.820294 1.774526 "Leroueil-et-al" 1983 "Champlain-Sea"
1.805237 1.817744 "Leroueil-et-al" 1983 "Champlain-Sea"
1.760138 1.755979 "Leroueil-et-al" 1983 "Champlain-Sea"
1.742595 1.725009 "Leroueil-et-al" 1983 "Champlain-Sea"
1.722567 1.755979 "Leroueil-et-al" 1983 "Champlain-Sea"
1.697496 1.755979 "Leroueil-et-al" 1983 "Champlain-Sea"
1.679953 1.743556 "Leroueil-et-al" 1983 "Champlain-Sea"
1.684996 1.681966 "Leroueil-et-al" 1983 "Champlain-Sea"
1.699981 1.638748 "Leroueil-et-al" 1983 "Champlain-Sea"
1.654882 1.910305 "Leroueil-et-al" 1983 "Champlain-Sea"
1.67491 1.910305 "Leroueil-et-al" 1983 "Champlain-Sea"
1.699981 1.842415 "Leroueil-et-al" 1983 "Champlain-Sea"
1.732581 1.885634 "Leroueil-et-al" 1983 "Champlain-Sea"
1.757652 1.916429 "Leroueil-et-al" 1983 "Champlain-Sea"
1.787695 1.904181 "Leroueil-et-al" 1983 "Champlain-Sea"
1.800195 1.891758 "Leroueil-et-al" 1983 "Champlain-Sea"
1.815251 1.947224 "Leroueil-et-al" 1983 "Champlain-Sea"
1.857865 1.990442 "Leroueil-et-al" 1983 "Champlain-Sea"
1.867879 2.083177 "Leroueil-et-al" 1983 "Champlain-Sea"
1.900408 2.15719 "Leroueil-et-al" 1983 "Champlain-Sea"
1.812766 2.058331 "Leroueil-et-al" 1983 "Champlain-Sea"
1.792737 2.052207 "Leroueil-et-al" 1983 "Champlain-Sea"
1.760138 1.990442 "Leroueil-et-al" 1983 "Champlain-Sea"
1.737552 1.947224 "Leroueil-et-al" 1983 "Champlain-Sea"
1.732581 1.996741 "Leroueil-et-al" 1983 "Champlain-Sea"
1.697496 2.027536 "Leroueil-et-al" 1983 "Champlain-Sea"
1.657439 2.015288 "Leroueil-et-al" 1983 "Champlain-Sea"
1.669939 2.120096 "Leroueil-et-al" 1983 "Champlain-Sea"
1.709996 2.113972 "Leroueil-et-al" 1983 "Champlain-Sea"
1.732581 2.126395 "Leroueil-et-al" 1983 "Champlain-Sea"
1.72001 2.169438 "Leroueil-et-al" 1983 "Champlain-Sea"
1.752609 2.243626 "Leroueil-et-al" 1983 "Champlain-Sea"
1.737552 2.299092 "Leroueil-et-al" 1983 "Champlain-Sea"
1.682439 2.305391 "Leroueil-et-al" 1983 "Champlain-Sea"
1.72001 2.404076 "Leroueil-et-al" 1983 "Champlain-Sea"
1.842808 2.4102 "Leroueil-et-al" 1983 "Champlain-Sea"
1.870365 2.4102 "Leroueil-et-al" 1983 "Champlain-Sea"
1.857865 2.515183 "Leroueil-et-al" 1983 "Champlain-Sea"
1.887908 2.509059 "Leroueil-et-al" 1983 "Champlain-Sea"
1.902964 2.601619 "Leroueil-et-al" 1983 "Champlain-Sea"
1.953035 2.496636 "Leroueil-et-al" 1983 "Champlain-Sea"
1.968092 2.187985 "Leroueil-et-al" 1983 "Champlain-Sea"
1.993163 2.416499 "Leroueil-et-al" 1983 "Champlain-Sea"
1.807723 2.595495 "Leroueil-et-al" 1983 "Champlain-Sea"
1.852822 2.632414 "Leroueil-et-al" 1983 "Champlain-Sea"
1.792737 2.706602 "Leroueil-et-al" 1983 "Champlain-Sea"
1.760138 2.743521 "Leroueil-et-al" 1983 "Champlain-Sea"
1.709996 3.015253 "Leroueil-et-al" 1983 "Champlain-Sea"
1.825266 3.008954 "Leroueil-et-al" 1983 "Champlain-Sea"
1.830308 2.81141 "Leroueil-et-al" 1983 "Champlain-Sea"
1.860351 2.81141 "Leroueil-et-al" 1983 "Champlain-Sea"
1.872851 2.755944 "Leroueil-et-al" 1983 "Champlain-Sea"
1.862837 3.046048 "Leroueil-et-al" 1983 "Champlain-Sea"
1.882936 3.052172 "Leroueil-et-al" 1983 "Champlain-Sea"
1.865393 3.231168 "Leroueil-et-al" 1983 "Champlain-Sea"
1.91795 2.978159 "Leroueil-et-al" 1983 "Champlain-Sea"
1.985635 2.836256 "Leroueil-et-al" 1983 "Champlain-Sea"
2.045791 2.805286 "Leroueil-et-al" 1983 "Champlain-Sea"
2.07832 2.620166 "Leroueil-et-al" 1983 "Champlain-Sea"
2.110919 2.422623 "Leroueil-et-al" 1983 "Champlain-Sea"
2.123419 2.231203 "Leroueil-et-al" 1983 "Champlain-Sea"
2.158504 2.231203 "Leroueil-et-al" 1983 "Champlain-Sea"
2.178533 2.089301 "Leroueil-et-al" 1983 "Champlain-Sea"
2.253746 2.24975 "Leroueil-et-al" 1983 "Champlain-Sea"
2.246217 1.805321 "Leroueil-et-al" 1983 "Champlain-Sea"
2.316388 1.731308 "Leroueil-et-al" 1983 "Champlain-Sea"
2.068305 1.632449 "Leroueil-et-al" 1983 "Champlain-Sea"
2.085848 1.706637 "Leroueil-et-al" 1983 "Champlain-Sea"
2.105876 1.836116 "Leroueil-et-al" 1983 "Champlain-Sea"
2.128462 1.87321 "Leroueil-et-al" 1983 "Champlain-Sea"
2.048277 1.885634 "Leroueil-et-al" 1983 "Champlain-Sea"
2.028248 2.107848 "Leroueil-et-al" 1983 "Champlain-Sea"
2.055805 3.052172 "Leroueil-et-al" 1983 "Champlain-Sea"
2.095862 3.021377 "Leroueil-et-al" 1983 "Champlain-Sea"
1.973135 3.360822 "Leroueil-et-al" 1983 "Champlain-Sea"
2.110919 3.441135 "Leroueil-et-al" 1983 "Champlain-Sea"
2.140962 3.410165 "Leroueil-et-al" 1983 "Champlain-Sea"
2.130947 3.650926 "Leroueil-et-al" 1983 "Champlain-Sea"
2.018234 3.829922 "Leroueil-et-al" 1983 "Champlain-Sea"
2.038263 3.934906 "Leroueil-et-al" 1983 "Champlain-Sea"
1.955592 3.978124 "Leroueil-et-al" 1983 "Champlain-Sea"
1.722567 4.317569 "Leroueil-et-al" 1983 "Champlain-Sea"
1.810209 4.916499 "Leroueil-et-al" 1983 "Champlain-Sea"
1.990606 4.546083 "Leroueil-et-al" 1983 "Champlain-Sea"
2.063334 4.570754 "Leroueil-et-al" 1983 "Champlain-Sea"
2.028248 4.651066 "Leroueil-et-al" 1983 "Champlain-Sea"
